Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,PricePerShare
SCCO,Common Stock,Southern Copper Corporation,"Southern Copper Corporation is engaged in the extraction, exploration, smelting and refining of copper and other minerals in Peru, Mexico, Argentina, Ecuador and Chile. ",1001838,NYSE,USD,USA,ENERGY & TRANSPORTATION,METAL MINING,"1440 E. MISSOURI AVENUE, SUITE 160, PHOENIX, AZ, US",https://www.southerncoppercorp.com,December,2024-09-30,73674211000,5955900000,24.34,1.2,11.11,2.37,0.03,3.83,13.95,0.277,0.495,0.181,0.362,10944600000,5514300000,3.83,0.452,0.17,101.77,0,3,5,4,6,24.34,19.57,6.73,8.26,7.1,12.8,1.188,126.72,74.56,103.69,107.24,790410000,2024-11-21,2024-11-06,93.21
CEG,Common Stock,Constellation Energy Corp,"Constellation Energy Corporation is an energy producer in the United States. The company is headquartered in Baltimore, Maryland.",1868275,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"1310 POINT STREET, BALTIMORE, MD, US",https://www.constellationenergy.com,December,2024-09-30,70854238000,5997000000,25.0,3.631,40.16,1.34,0.0062,9.06,75.83,0.119,0.224,0.0406,0.229,23982000000,2227000000,9.06,0.69,0.072,279.12,5,7,6,0,0,25.0,24.63,2.954,5.64,3.231,12.14,0.776,288.3,108.69,244.97,215.09,312767000,2024-12-06,2024-11-15,226.54
MSTR,Common Stock,MicroStrategy Incorporated,"MicroStrategy Incorporated provides global business analysis software and services. The company is headquartered in Tysons Corner, Virginia.",1050446,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1850 TOWERS CRESCENT PLAZA, TYSONS CORNER, VA, US",https://www.microstrategy.com,December,2024-09-30,80800834000,-868441984,None,3.09,18.62,None,None,-2.48,2.509,-0.871,-3.727,-0.0937,-0.176,467243000,396275000,-2.48,-0.775,-0.103,518.68,3,6,0,0,0,-,1250,172.93,21.41,181.97,-447.32,3.062,543,43.87,328.9,193.67,225211000,None,None,358.78
EMR,Common Stock,Emerson Electric Company,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri. The Fortune 500 company manufactures products and provides engineering services for a wide range of industrial, commercial, and consumer markets.",32604,NYSE,USD,USA,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),"8000 W FLORISSANT AVE, P O BOX 4100, ST LOUIS, MO, US",https://www.emerson.com,September,2024-09-30,71595745000,4614000000,44.58,2.304,37.95,2.1,0.0168,2.82,30.62,0.113,0.176,0.0434,0.0593,17492001000,7427000000,2.82,0.342,0.129,140.37,2,17,6,1,1,44.58,21.14,4.093,3.309,4.357,18.9,1.292,134.85,89.95,123.7,112.99,569531000,2024-12-10,2024-11-15,125.71
GD,Common Stock,General Dynamics Corporation,"General Dynamics Corporation (GD) is an American aerospace and defense corporation. It is headquartered in Reston, Fairfax County, Virginia.",40533,NYSE,USD,USA,MANUFACTURING,SHIP & BOAT BUILDING & REPAIRING,"11011 SUNSET HILLS RD, RESTON, VA, US",https://www.gd.com,December,2024-09-30,73180250000,5403000000,20.29,1.537,83.68,5.58,0.0213,13.12,168.23,0.079,0.102,0.0511,0.17,46045999000,6622000000,13.12,0.102,0.104,321.05,4,13,8,0,0,20.29,16.67,1.589,3.186,1.786,14.51,0.614,316.9,243.18,285.9,291.18,274969000,2025-02-07,2025-01-17,266.14
COIN,Common Stock,Coinbase Global Inc,"Coinbase Global, Inc. provides financial infrastructure and technology for the crypto economy. The company is headquartered in Wilmington, Delaware.",1679788,NASDAQ,USD,USA,FINANCE,FINANCE SERVICES,"C/O THE CORPORATION TRUST COMPANY, 1209 ORANGE STREET, WILMINGTON, DE, US",https://www.coinbase.com,December,2024-09-30,66520498000,1493776000,45.04,0.777,34.87,None,None,5.9,20.46,0.312,0.0072,0.0041,0.213,5000870000,2519560000,5.9,3.27,0.812,292.28,3,9,13,1,1,45.04,62.11,13.3,7.62,11.1,32.69,3.343,349.75,114.51,272.65,229.24,204910000,None,None,324.63
APD,Common Stock,Air Products and Chemicals Inc,"Air Products and Chemicals, Inc. is an American international corporation whose principal business is selling gases and chemicals for industrial uses. Air Products' headquarters is in Allentown, Pennsylvania.",2969,NYSE,USD,USA,LIFE SCIENCES,INDUSTRIAL INORGANIC CHEMICALS,"7201 HAMILTON BLVD, ALLENTOWN, PA, US",https://www.airproducts.com,September,2024-09-30,65114796000,4296600000,16.97,10.69,76.53,7.06,0.0242,17.25,54.38,0.316,0.258,0.0497,0.226,12100600000,3767000000,17.25,1.81,-0.001,349.04,5,9,9,0,0,16.97,22.42,5.38,3.822,6.37,11.88,0.826,337,208.01,316.56,278.25,222379000,2025-02-10,2025-01-02,292.81
CVS,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,"ONE CVS DR., WOONSOCKET, RI, US",https://www.cvshealth.com,December,2024-09-30,55986663000,14115000000,11.29,1.685,59.57,2.6,0.0598,3.94,290.2,0.0137,0.0159,0.0237,0.067,367245984000,53456000000,3.94,-0.961,0.06,66.26,6,11,11,0,0,11.29,7.08,0.152,0.747,0.35,9.08,0.543,79.91,43.56,54.44,60.19,1258410000,2024-11-01,2024-10-21,44.49
TRI,Common Stock,Thomson Reuters Corp,"Thomson Reuters Corporation provides business information services in the Americas, Europe, the Middle East, Africa, and Asia Pacific. ",1075124,NYSE,USD,USA,MANUFACTURING,MISCELLANEOUS PUBLISHING,"19 DUNCAN STREET, SUITE 300, TORONTO, A6, CANADA",https://www.thomsonreuters.com,December,2024-09-30,72968847000,2066000000,32.93,3.636,26.39,2.11,0.0133,4.92,15.86,0.321,0.237,0.0631,0.194,7164000000,2559000000,4.92,-0.174,0.082,166.28,4,1,10,2,1,32.93,39.53,10.19,6.14,10.4,27.57,0.394,174.87,140.92,165.55,164.66,449917000,2024-12-10,2024-11-21,162.18
EOG,Common Stock,EOG Resources Inc,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas.",821189,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"1111 BAGBY, SKY LOBBY 2, HOUSTON, TX, US",https://www.eogresources.com,December,2024-09-30,67718980000,13168000000,9.72,66.45,52.37,3.64,0.0324,12.39,41.72,0.299,0.356,0.126,0.249,23864001000,20132000000,12.39,-0.152,-0.039,145.21,3,12,17,0,0,9.72,10.21,2.838,2.29,2.766,4.947,1.289,137.72,106.69,127.37,127.17,562450000,2025-01-31,2025-01-17,120.40
EPD,Common Stock,Enterprise Products Partners LP,"Enterprise Products Partners LP provides midstream energy services to producers and consumers of natural gas, natural gas liquids (NGL), crude oil, petrochemicals, and refined products. The company is headquartered in Houston, Texas.",1061219,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISSION,"1100 LOUISIANA 10TH FLOOR, HOUSTON, TX, US",https://www.enterpriseproducts.com,December,2024-09-30,67346706000,9359000000,11.68,3.013,13.08,2.08,0.0676,2.66,26.1,0.103,0.124,0.0597,0.207,56640000000,6725000000,2.66,0.076,0.148,34.95,4,12,3,0,0,11.68,10.7,1.189,2.376,1.727,10.3,1.014,34.63,24.49,31.02,29.48,2167580000,2024-11-14,2024-10-31,31.07
DASH,Common Stock,"DoorDash, Inc. Class A Common Stock","DoorDash, Inc. operates a logistics platform that connects merchants, consumers, and merchants in the United States and internationally. The company is headquartered in San Francisco, California.",1792789,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","303 2ND STREET, SOUTH TOWER, 8TH FLOOR, SAN FRANCISCO, CA, US",https://www.doordash.com,December,2024-09-30,70343156000,84000000,None,None,18.23,None,None,-0.42,24.94,-0.0169,0.0395,-0.0089,-0.0252,10151999000,3083000000,-0.42,0,0.25,176.45,7,22,15,0,0,-,76.34,6.93,9.29,6.49,215.4,1.671,181.78,93.33,168.67,135.09,388981000,None,None,180.84
FTNT,Common Stock,Fortinet Inc,"Fortinet (Nasdaq: FTNT) is an American multinational corporation headquartered in Sunnyvale, California. It develops and sells cybersecurity solutions, including but not limited to physical products such as firewalls, plus software and services such as anti-virus protection, intrusion prevention systems and endpoint security components.",1262039,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","899 KIFER ROAD, SUNNYVALE, CA, US",https://www.fortinet.com,December,2024-09-30,73640804000,1727900000,48.28,1.662,1.186,None,None,1.99,7.47,0.268,0.311,0.123,0.311,5710800000,3332500000,1.99,0.707,0.13,96.64,7,9,26,1,0,48.28,39.06,12.89,81.09,12.42,35.57,0.995,100.59,54.57,90.9,72.69,766453000,None,None,96.08
FDX,Common Stock,FedEx Corporation,"FedEx Corporation, formerly Federal Express Corporation and later FDX Corporation, is an American multinational delivery services company headquartered in Memphis, Tennessee.",1048911,NYSE,USD,USA,ENERGY & TRANSPORTATION,AIR COURIER SERVICES,"942 SOUTH SHADY GROVE ROAD, MEMPHIS, TN, US",https://www.fedex.com,May,2024-11-30,67524985000,10885000000,17.89,1.148,112.9,0,0.02,15.67,355.7,0.0462,0.0764,0.0473,0.151,87591002000,24396000000,15.67,-0.133,0.139,325.73,5,15,9,1,1,17.89,14.01,0.771,2.552,1.142,9.53,1.177,310.77,229.73,282.52,276.74,240851000,2025-01-03,2024-12-09,280.36
MMM,Common Stock,3M Company,"The 3M Company is an American multinational conglomerate corporation operating in the fields of industry, worker safety, US health care, and consumer goods. The company produces over 60,000 products under several brands, including adhesives, abrasives, laminates, passive fire protection, personal protective equipment, window films, paint protection films, dental and orthodontic products, electrical and electronic connecting and insulating materials, medical products, car-care products, electronic circuits, healthcare software and optical films. It is based in Maplewood, a suburb of Saint Paul, Minnesota.",66740,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"3M CENTER, BLDG. 220-13E-26A, ST PAUL, MN, US",https://www.3m.com,December,2024-09-30,70890684000,8117000000,13.55,1.905,8.52,4.41,0.0215,9.61,58.97,0.135,0.214,0.0903,1.133,32637999000,15000000000,9.61,-0.051,0.004,146.68,2,8,6,1,2,13.55,16.39,2.172,15.27,2.371,8.43,1.001,140.59,73.85,130.26,115.4,544559000,2024-12-12,2024-11-15,130.18
ORLY,Common Stock,O’Reilly Automotive Inc,"O'Reilly Auto Parts is an American auto parts retailer that provides automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States serving both the professional service providers and do-it-yourself customers.",898173,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO & HOME SUPPLY STORES,"233 S PATTERSON AVE, SPRINGFIELD, MO, US",https://www.oreillyauto.com,December,2024-09-30,69123850000,3685245000,29.67,1.885,-24.88,None,None,40.35,280.06,0.145,0.205,0.144,0.586,16444893000,7381706000,40.35,0.064,0.038,1271.75,5,13,10,1,0,29.67,26.6,4.203,210.18,4.665,20.7,0.92,1283.96,914.5,1219.46,1116.91,57731000,None,None,1197.34
CNQ,Common Stock,Canadian Natural Resources Ltd,"Canadian Natural Resources Limited acquires, explores, develops, produces, markets and sells crude oil, natural gas and natural gas liquids (NGL). The company is headquartered in Calgary, Canada.",1017413,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"2100, 855-2 STREET SW, CALGARY ALBERTA CANADA, AB, CA",https://www.cnrl.com,December,2024-09-30,63754015000,16231000000,12.31,12.75,18.88,2.075,0.0516,2.45,16.71,0.212,0.317,0.0821,0.191,35741000000,23613000000,2.45,0,-0.101,38.34,5,8,10,0,0,12.31,12.74,1.784,2.293,2.461,5.99,1.878,39.85,28.13,33.25,35.51,2113130000,2025-01-03,2024-12-13,30.17
COF,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States.",927628,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1680 CAPITAL ONE DRIVE, SUITE 1400, MCLEAN, VA, US",https://www.capitalone.com,December,2024-09-30,68755735000,None,17.0,1.937,152.24,2.4,0.0133,10.6,69.28,0.165,0.297,0.0091,0.0748,26496999000,28403000000,10.6,-0.009,0.064,187.4,3,6,11,1,0,17.0,11.82,2.595,1.093,3.059,-,1.432,197.66,121.23,177.99,151.12,381510000,2024-11-22,2024-11-14,180.22
SAN,Common Stock,Banco Santander SA ADR,"Banco Santander, SA, offers various commercial and retail banking products and services to individuals, small and medium-sized companies and large companies worldwide. The company is headquartered in Madrid, Spain.",891478,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","CIUDAD GRUPO SANTANDER, BOADILLA DEL MONTE, MADRID, ES",https://www.santander.com,December,2024-09-30,69271716000,None,5.83,2.097,6.28,0.195,0.0483,0.77,3.044,0.256,0.416,0.0074,0.129,47789998000,41273000000,0.77,0.177,0.047,6.4,1,1,1,0,0,5.83,6.08,1.45,0.677,6.2,-,1.32,5.15,3.667,4.779,4.836,15147600000,2024-11-06,2024-10-31,4.57
CP,Common Stock,Canadian Pacific Railway Ltd,"Canadian Pacific Railway Limited, owns and operates a transcontinental freight railway in Canada and the United States. The company is headquartered in Calgary, Canada.",16875,NYSE,USD,USA,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING","7550 OGDEN DALE ROAD S.E., CALGARY ALBERTA, AB, CA",https://www.cpkcr.com,December,2024-09-30,67730117000,7610000000,27.48,2.368,47.3,0.76,0.0076,2.64,15.49,0.245,0.374,0.044,0.0809,14448000000,4800000000,2.64,0.071,0.063,87.17,8,15,9,0,0,27.48,24.57,4.688,2.203,8.24,16.33,0.789,90.95,70.76,76.08,80.76,933345000,2025-01-27,2024-12-27,72.57
GSK,Common Stock,GlaxoSmithKline PLC ADR,"GlaxoSmithKline plc is dedicated to the creation, discovery, development, manufacture and marketing of pharmaceuticals, vaccines, over-the-counter drugs and health-related consumer products in the UK, US and internationally. The company is headquartered in Brentford, the United Kingdom.",1131399,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"980 GREAT WEST ROAD, BRENTFORD MIDDLESEX, GB",https://www.gsk.com,December,2024-09-30,69532066000,9257000000,22.42,0.77,3.433,0.61,0.0459,1.52,15.38,0.0802,0.0833,0.0724,0.218,31311000000,19917000000,1.52,-0.282,-0.017,45.07,1,2,3,0,1,22.42,7.86,2.221,3.957,2.16,10.08,0.33,44.85,32.83,35.35,39.86,2040260000,2025-01-09,2024-11-15,34.08
EQNR,Common Stock,Equinor ASA ADR,"Equinor ASA, an energy company, is engaged in the exploration, production, transportation, refining and marketing of petroleum and petroleum products and other forms of energy, as well as other companies in Norway and internationally. The company is headquartered in Stavanger, Norway.",1140625,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"FORUSBEEN 50, STAVANGER NORWAY, NO",https://www.equinor.com,December,2024-09-30,62938345000,38781002000,7.05,3.573,16.07,1.4,0.0585,3.27,18.22,0.0898,0.266,0.137,0.203,104809996000,85590000000,3.27,-0.024,-0.02,28.32,1,1,2,0,0,7.05,7.36,0.601,1.419,0.605,1.47,0.267,29.25,21.61,23.66,26.16,2729330000,2024-11-29,2024-11-19,23.06
TDG,Common Stock,Transdigm Group Incorporated,"TransDigm Group is a publicly traded aerospace manufacturing company headquartered in Cleveland, Ohio. TransDigm develops and manufactures engineered aerospace components.",1260221,NYSE,USD,USA,MANUFACTURING,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","1301 EAST 9TH STREET, SUITE 3000, CLEVELAND, OH, US",https://www.transdigm.com,September,2024-09-30,72587821000,3888000000,50.5,3.944,-111.89,0,0,25.56,137.37,0.216,0.433,0.0981,0,7940000000,3842000000,25.56,-0.2,0.18,1501.2,5,12,6,0,0,50.5,33.56,9.14,-,11.49,23.93,1.423,1424.68,920.7,1300.86,1295.53,56230000,2024-10-18,2024-10-04,1290.91
NOC,Common Stock,Northrop Grumman Corporation,Northrop Grumman Corporation (NYSE: NOC) is an American multinational aerospace and defense technology company.,1133421,NYSE,USD,USA,MANUFACTURING,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS","2980 FAIRVIEW PARK DRIVE, C/O NORTHROP GRUMMAN CORP, FALLS CHURCH, VA, US",https://www.northropgrumman.com,December,2024-09-30,68673343000,4458000000,29.08,0.821,101.14,7.86,0.0175,16.21,276.41,0.058,0.129,0.0416,0.155,40985002000,7474000000,16.21,0.133,0.023,560.36,2,7,13,1,1,29.08,16.92,1.676,4.657,1.997,17.59,0.346,553.23,415.2,497.02,482.59,145695000,2024-12-18,2024-12-02,471.35
ECL,Common Stock,Ecolab Inc,"Ecolab Inc., headquartered in St. Paul, Minnesota, is an American corporation that develops and offers services, technology and systems that specialize in water treatment, purification, cleaning and hygiene in a wide variety of applications. It helps organizations both private market as well as public treat their water, not only for drinking directly, but also for use in food, healthcare, hospitality related safety and industry.",31462,NYSE,USD,USA,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","1 ECOLAB PLACE, SAINT PAUL, MN, US",https://www.ecolab.com,December,2024-09-30,67324592000,3538600000,33.35,2.391,23.46,2.28,0.0109,7.13,55.04,0.131,0.147,0.0742,0.252,15674600000,5426700000,7.13,0.065,0.178,275.96,4,8,14,0,1,33.35,31.75,4.295,7.88,4.745,19.26,1.141,261.92,191.59,247.82,240.84,283162000,2025-01-15,2024-12-17,237.76
CSX,Common Stock,CSX Corporation,"CSX Corporation is an American holding company focused on rail transportation and real estate in North America, among other industries. Based in Richmond, Virginia, USA after the merger, in 2003 the CSX Corporation headquarters moved to Jacksonville, Florida.",277948,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING","500 WATER STREET, 15TH FLOOR, JACKSONVILLE, FL, US",https://www.csx.com,December,2024-09-30,62596510000,7191000000,17.27,2.047,6.71,0.47,0.0148,1.88,7.53,0.25,0.377,0.0816,0.295,14681000000,7390000000,1.88,0.122,0.013,38.66,5,13,10,0,0,17.27,16.18,4.264,4.841,5.45,10.96,1.191,39.58,31.43,34.31,34.25,1928420000,2024-12-13,2024-11-29,32.46
CNI,Common Stock,Canadian National Railway Co,"Canadian National Railway Company, is engaged in the rail and related transportation business. The company is headquartered in Montreal, Canada.",16868,NYSE,USD,USA,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING","935 DE LA GAUCHETIERE ST W, MONTREAL QUEBEC, CANADA, QC, CA",https://www.cn.ca,December,2024-09-30,64147489000,8841000000,17.34,3.683,30.95,3.325,0.0234,5.88,26.9,0.317,0.396,0.0818,0.276,17159000000,9623000000,5.88,0.018,0.031,122.29,7,5,20,0,1,17.34,17.67,3.738,4.731,6.59,12.65,0.648,131.9,99.9,108.38,117.9,628800000,2024-12-30,2024-12-09,102.02
BNS,Common Stock,Bank of Nova Scotia,"The Bank of Nova Scotia offers various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally. The company is headquartered in Halifax, Canada.",9631,NYSE,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"44 KING STREET WEST, SCOTIA PLAZA 8TH FL., TORONTO, ON, CA",https://www.scotiabank.com,October,2024-10-31,73204449000,None,13.14,1.725,65.87,0,0.0538,4.09,24.3,0.254,0.323,0.0055,0.0949,29599001000,29252000000,4.09,-0.173,0.009,54.92,1,5,8,0,0,13.14,12.59,2.473,1.427,12.34,-,0.978,57.07,43.02,54.28,49.95,1360920000,2025-01-29,2024-10-02,53.79
CRH,Common Stock,CRH PLC ADR,"CRH plc manufactures and distributes construction materials. The company is headquartered in Dublin, Ireland.",849395,NYSE,USD,USA,MANUFACTURING,"CEMENT, HYDRAULIC","STONEMASON’S WAY, RATHFARNHAM, DUBLIN, IE",https://www.crh.com,December,2024-06-30,63427871000,6527000000,18.75,1.876,32.18,2.13,0.015,4.99,51.38,0.0986,0.181,0.062,0.155,35386999000,10879000000,4.99,0.094,0.038,113.63,5,13,3,0,1,18.75,15.58,1.792,2.9,2.142,11.21,1.377,104.23,64.92,97.75,86.58,677793000,2024-12-18,2024-11-22,93.58
BMO,Common Stock,Bank of Montreal,"Bank of Montreal offers diversified financial services primarily in North America. The company is headquartered in Montreal, Canada.",927971,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","1 FIRST CANADIAN PLACE, TORONTO, ON, CA",https://www.bmo.com,October,2024-10-31,70872121000,None,14.64,1.359,105.41,0,0.0462,6.63,43.32,0.212,0.374,0.005,0.0849,31413000000,29021000000,6.63,0.17,-0.036,100.7,4,1,8,0,0,14.64,12.36,2.256,1.237,11.44,-,1.16,104.63,76.06,95.11,90.43,729865000,2025-02-26,2024-10-30,97.10
TEAM,Common Stock,Atlassian Corp Plc,"Atlassian Corporation Plc designs, develops, licenses and maintains various software products worldwide. The company is headquartered in Sydney, Australia.",1650372,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"350 BUSH STREET, FLOOR 13, SAN FRANCISCO, CA, US",https://www.atlassian.com,June,2024-09-30,65136894000,-43705000,None,3.755,3.946,None,None,-1.53,17.59,-0.0859,-0.0269,-0.0179,-0.435,4568609000,2910074000,-1.53,1.722,0.215,275.98,6,14,9,0,0,-,75.19,14.26,63.31,14.04,4492.4,0.711,287.97,135.29,241.08,190.5,161456000,None,None,403.43
WMB,Common Stock,Williams Companies Inc,"The Williams Companies, Inc., is an American energy company based in Tulsa, Oklahoma. Its core business is natural gas processing and transportation, with additional petroleum and electricity generation assets.",107263,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISSION,"ONE WILLIAMS CTR, TULSA, OK, US",https://www.williams.com,December,2024-09-30,65753399000,5864000000,22.86,8.96,10.17,1.873,0.0352,2.36,8.51,0.278,0.328,0.044,0.206,10366000000,6078000000,2.36,0.077,0.045,55.58,4,7,8,2,0,22.86,25.06,6.34,5.31,8.74,12.36,1.062,59.84,31.25,54.95,45.49,1219010000,2024-12-30,2024-12-13,53.94
CARR,Common Stock,Carrier Global Corp,"Carrier Global Corporation is an American multinational home appliances corporation based in Palm Beach Gardens, Florida.",1783180,NYSE,USD,USA,TECHNOLOGY,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, US",https://www.corporate.carrier.com,December,2024-09-30,61818941000,3318000000,40.53,1.282,16.37,0.76,0.0131,1.7,28.01,0.14,0.127,0.0418,0.139,24800999000,5473000000,1.7,0.167,0.213,82.57,2,9,13,1,0,40.53,22.83,2.493,4.207,2.922,18.71,1.212,82.82,52.49,74.39,68.26,897227000,2025-02-07,2024-12-20,68.90
AJG,Common Stock,Arthur J Gallagher & Co,"Arthur J. Gallagher & Co. (AJG) is an American global insurance brokerage and risk management services firm headquartered in Rolling Meadows, Illinois.",354190,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","2850 GOLF ROAD, ROLLING MEADOWS, IL, US",https://www.ajg.com,December,2024-09-30,71578558000,3382200000,54.68,1.011,55.53,2.35,0.0084,5.24,48.96,0.11,0.187,0.0292,0.103,10667700000,3643900000,5.24,0.086,0.119,297.14,3,5,8,0,3,54.68,25.19,6.71,5.87,6.93,30.35,0.727,316.09,221.46,291.86,272.46,249803000,2024-12-20,2024-12-06,286.54
RSG,Common Stock,Republic Services Inc,"Republic Services, Inc is the second largest provider of non-hazardous solid waste collection, transfer, disposal, recycling, and energy services in the United States, as measured by revenue.",1060391,NYSE,USD,USA,ENERGY & TRANSPORTATION,REFUSE SYSTEMS,"18500 N. ALLIED WAY, PHOENIX, AZ, US",https://www.republicservices.com,December,2024-09-30,63532278000,4804800000,32.46,3.304,35.84,2.185,0.0114,6.25,50.24,0.125,0.21,0.0633,0.183,15817600000,5459100000,6.25,0.185,0.065,221.77,3,8,11,1,0,32.46,29.41,4.017,5.66,4.821,16.37,0.707,220.58,160.9,208.31,198.47,313152000,2025-01-15,2025-01-02,202.88
TTD,Common Stock,Trade Desk Inc,"Trade Desk, Inc. is a technology company in the United States and internationally. The company is headquartered in Ventura, California.",1671933,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","42 N. CHESTNUT STREET, VENTURA, CA, US",https://www.thetradedesk.com,December,2024-09-30,59914949000,446203000,195.79,2.387,5.32,None,None,0.62,4.716,0.133,0.173,0.0469,0.129,2309616000,1296672000,0.62,1.375,0.273,130.94,-,-,-,-,-,195.79,90.91,25.94,22.82,25.32,127.07,1.47,141.53,61.48,126.19,103.33,449655000,None,None,133.25
WDAY,Common Stock,Workday Inc,"Workday, Inc. provides business applications in the cloud worldwide. The company is headquartered in Pleasanton, California.",1327811,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"6230 STONERIDGE MALL ROAD, SUITE 200, PLEASANTON, CA, US",https://www.workday.com,January,2024-10-31,70819840000,636000000,43.65,2.247,30.63,None,None,6.1,29.81,0.196,0.0532,0.0143,0.211,7863000000,4500640000,6.1,0.661,0.167,292.3,11,16,11,1,0,43.65,31.35,9.01,8.21,8.22,62.23,1.352,311.28,199.81,258.79,245.64,214000000,None,None,330.93
DEO,Common Stock,Diageo PLC ADR,"Diageo plc produces, markets and sells alcoholic beverages. The company is headquartered in London, the United Kingdom.",835403,NYSE,USD,USA,MANUFACTURING,BEVERAGES,"LAKESIDE DRIVE, PARK ROYAL, LONDON, GB",https://www.diageo.com,June,2024-06-30,70513934000,6497000000,18.34,2.027,4.518,1.035,0.0326,6.92,2.014,0.191,0.273,0.083,0.35,20269001000,10214000000,6.92,-0.031,-0.014,134.43,1,2,3,1,1,18.34,14.88,3.479,7.03,4.503,12.88,0.391,150.19,117.23,125.09,132.52,555534000,2024-10-17,2024-08-30,126.93
ET,Common Stock,Energy Transfer LP,"Energy Transfer LP offers energy related services. The company is headquartered in Dallas, Texas.",1276187,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISSION,"8111 WESTCHESTER DRIVE, SUITE 600, DALLAS, TX, US",https://energytransfer.com,December,2024-09-30,66013184000,14023000000,14.18,0.683,9.16,1.275,0.0669,1.36,24.91,0.0605,0.105,0.0489,0.152,83661996000,13418000000,1.36,1.18,0.002,21.26,6,10,1,0,0,14.18,10.59,0.789,1.873,1.503,8.34,1.643,20.02,12.55,17.97,16.42,3423920000,2024-11-19,2024-11-08,19.28
